age,workclass,education,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
44,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,80,United-States,<=50K
36,Private,HS-grad,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,Others,<=50K
36,Private,HS-grad,Married-civ-spouse,Wife,White,Female,0,0,40,United-States,<=50K
36,Private,Bachelors,Married-civ-spouse,Wife,White,Female,0,0,40,United-States,>50K
43,State-gov,Some-college,Divorced,Not-in-family,Black,Female,0,0,40,United-States,<=50K
35,Private,Bachelors,Never-married,Not-in-family,White,Male,0,0,38,United-States,<=50K
36,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,55,United-States,>50K
31,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,38,Others,>50K
54,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,45,United-States,>50K
24,Private,HS-grad,Never-married,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
30,Private,Some-college,Married-civ-spouse,Wife,White,Female,0,0,45,United-States,<=50K
47,Private,HS-grad,Married-civ-spouse,Husband,Black,Male,0,0,60,United-States,>50K
56,Local-gov,Bachelors,Married-civ-spouse,Husband,White,Male,15024,0,40,United-States,>50K
37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,3137,0,30,United-States,<=50K
33,Private,Some-college,Never-married,Not-in-family,White,Male,0,0,55,United-States,<=50K
44,Private,HS-grad,Never-married,Other-relative,White,Female,0,0,30,United-States,<=50K
63,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,30,United-States,<=50K
46,State-gov,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
58,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
49,Local-gov,Masters,Married-civ-spouse,Husband,Black,Male,0,0,47,United-States,>50K
73,Private,Some-college,Married-civ-spouse,Wife,White,Female,20051,0,36,United-States,>50K
34,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,45,United-States,<=50K
44,Self-emp-not-inc,HS-grad,Divorced,Not-in-family,White,Male,0,0,50,United-States,<=50K
26,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
31,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,1573,40,United-States,<=50K
50,Private,Bachelors,Never-married,Not-in-family,White,Male,0,0,50,United-States,>50K
51,Private,Some-college,Divorced,Not-in-family,White,Female,0,0,36,United-States,<=50K
18,Private,Some-college,Never-married,Not-in-family,White,Male,0,0,50,United-States,<=50K
41,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
55,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,<=50K
42,Self-emp-not-inc,Some-college,Never-married,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,45,Others,<=50K
39,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
42,Local-gov,Some-college,Married-civ-spouse,Husband,White,Male,0,0,72,United-States,>50K
29,Private,Bachelors,Married-civ-spouse,Wife,White,Female,0,0,42,United-States,>50K
32,Self-emp-not-inc,Some-college,Divorced,Not-in-family,White,Female,0,0,35,United-States,<=50K
57,State-gov,Some-college,Married-civ-spouse,Husband,Black,Male,0,0,35,United-States,>50K
61,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
46,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,1628,40,United-States,<=50K
36,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,<=50K
38,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,45,United-States,<=50K
42,Self-emp-not-inc,Masters,Married-civ-spouse,Husband,White,Male,0,0,65,United-States,<=50K
37,Local-gov,Bachelors,Never-married,Not-in-family,White,Female,4865,0,45,United-States,<=50K
34,Private,Some-college,Married-civ-spouse,Husband,White,Male,4064,0,40,United-States,<=50K
32,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,1902,60,United-States,>50K
30,Private,Some-college,Never-married,Not-in-family,Black,Male,0,0,45,United-States,<=50K
32,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,60,United-States,>50K
27,Private,Some-college,Divorced,Not-in-family,White,Male,0,0,50,United-States,<=50K
24,Private,Bachelors,Never-married,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Private,Some-college,Divorced,Not-in-family,White,Female,0,0,40,United-States,<=50K
49,Private,Some-college,Divorced,Not-in-family,White,Male,14084,0,44,United-States,>50K
49,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,60,United-States,>50K
45,Private,Some-college,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,55,United-States,>50K
37,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,>50K
46,Private,HS-grad,Married-civ-spouse,Husband,Black,Male,0,0,40,United-States,<=50K
32,Local-gov,Some-college,Married-civ-spouse,Wife,White,Female,0,0,40,Others,>50K
38,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
31,Private,Some-college,Married-civ-spouse,Wife,White,Female,0,1740,20,United-States,<=50K
40,State-gov,Doctorate,Never-married,Not-in-family,Black,Female,0,0,40,United-States,<=50K
54,Private,HS-grad,Married-civ-spouse,Husband,White,Male,7688,0,40,United-States,>50K
48,State-gov,Doctorate,Married-civ-spouse,Wife,White,Female,0,1902,46,United-States,>50K
34,Private,Some-college,Married-civ-spouse,Husband,White,Male,7298,0,40,United-States,>50K
43,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,>50K
47,Private,Bachelors,Never-married,Not-in-family,White,Male,0,0,50,United-States,<=50K
66,Private,Masters,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,HS-grad,Married-civ-spouse,Wife,White,Female,0,0,40,United-States,>50K
57,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
36,Private,HS-grad,Divorced,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,Black,Male,0,0,40,United-States,<=50K
31,Private,Some-college,Divorced,Not-in-family,White,Male,0,0,80,United-States,<=50K
54,State-gov,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,40,Others,>50K
31,Private,HS-grad,Never-married,Not-in-family,Black,Male,0,0,40,United-States,<=50K
28,Private,HS-grad,Never-married,Not-in-family,White,Male,0,0,48,United-States,<=50K
69,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,24,United-States,<=50K
52,Local-gov,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,52,United-States,>50K
34,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,96,United-States,<=50K
28,Private,HS-grad,Never-married,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,60,United-States,<=50K
59,Local-gov,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,45,United-States,<=50K
65,Private,Some-college,Married-civ-spouse,Wife,White,Female,0,0,40,United-States,<=50K
36,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
42,Private,Bachelors,Married-civ-spouse,Wife,Black,Female,0,0,50,United-States,>50K
36,Private,Bachelors,Married-civ-spouse,Wife,White,Female,0,0,4,United-States,>50K
46,Private,HS-grad,Married-civ-spouse,Husband,White,Male,3464,0,40,United-States,<=50K
45,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,55,United-States,<=50K
27,Private,Bachelors,Married-civ-spouse,Wife,White,Female,0,0,40,United-States,>50K
20,Private,HS-grad,Never-married,Not-in-family,White,Male,0,2001,40,United-States,<=50K
45,Private,Some-college,Never-married,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,40,Others,<=50K
90,Local-gov,HS-grad,Married-civ-spouse,Husband,White,Male,6767,0,40,United-States,<=50K
34,Private,Masters,Married-civ-spouse,Husband,White,Male,0,1902,50,United-States,>50K
37,Private,HS-grad,Divorced,Not-in-family,White,Female,0,0,30,United-States,<=50K
52,Self-emp-not-inc,HS-grad,Divorced,Not-in-family,White,Male,0,0,25,United-States,<=50K
51,Private,HS-grad,Divorced,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Private,Masters,Never-married,Not-in-family,White,Female,0,0,55,United-States,<=50K
36,Private,Bachelors,Divorced,Other-relative,Asian-Pac-Islander,Female,0,0,40,Others,<=50K
53,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,1740,40,United-States,<=50K
27,Self-emp-not-inc,Some-college,Married-civ-spouse,Wife,White,Female,0,0,50,United-States,<=50K
45,Private,Bachelors,Divorced,Not-in-family,White,Male,0,0,45,Others,>50K
50,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,65,United-States,>50K
58,Private,Bachelors,Never-married,Not-in-family,White,Female,0,0,60,United-States,<=50K
19,Private,HS-grad,Never-married,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,35,United-States,>50K
35,Private,Some-college,Never-married,Not-in-family,White,Female,0,0,40,United-States,<=50K
23,Private,Some-college,Never-married,Not-in-family,White,Male,0,0,25,United-States,<=50K
76,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,30,United-States,<=50K
24,Private,Some-college,Never-married,Not-in-family,White,Male,0,0,45,United-States,<=50K
33,State-gov,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,44,United-States,>50K
36,Private,Masters,Never-married,Not-in-family,White,Female,14084,0,40,United-States,>50K
47,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,45,Others,>50K
27,Private,Bachelors,Married-civ-spouse,Wife,White,Female,0,0,40,United-States,>50K
40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,>50K
63,Local-gov,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
33,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
46,Local-gov,Some-college,Divorced,Not-in-family,White,Female,0,0,40,United-States,<=50K
25,Private,HS-grad,Married-civ-spouse,Wife,White,Female,0,0,30,United-States,<=50K
41,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,48,Others,>50K
34,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,30,Others,<=50K
26,Private,HS-grad,Married-civ-spouse,Wife,White,Female,0,0,52,United-States,>50K
46,Private,Some-college,Never-married,Not-in-family,Black,Male,0,0,40,United-States,<=50K
40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,45,United-States,>50K
38,State-gov,HS-grad,Never-married,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Local-gov,Some-college,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,Bachelors,Married-civ-spouse,Wife,White,Female,0,0,40,United-States,>50K
69,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,25,United-States,<=50K
33,Private,HS-grad,Married-civ-spouse,Wife,White,Female,0,1887,20,United-States,>50K
45,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,1902,40,United-States,>50K
32,State-gov,Bachelors,Never-married,Not-in-family,White,Female,0,0,40,United-States,<=50K
64,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
56,Local-gov,Some-college,Divorced,Not-in-family,White,Female,0,0,35,United-States,<=50K
30,Private,Some-college,Never-married,Not-in-family,White,Male,0,0,52,United-States,<=50K
36,Private,Some-college,Never-married,Not-in-family,White,Male,0,0,50,United-States,<=50K
34,Local-gov,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,55,United-States,>50K
63,Self-emp-not-inc,Masters,Married-civ-spouse,Husband,White,Male,41310,0,50,United-States,<=50K
40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,40,Others,<=50K
49,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,60,Others,>50K
41,Private,Bachelors,Never-married,Not-in-family,White,Female,0,1876,40,United-States,<=50K
35,Private,Bachelors,Never-married,Not-in-family,Asian-Pac-Islander,Male,0,0,50,Others,>50K
37,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,1902,45,United-States,>50K
25,Private,Some-college,Never-married,Not-in-family,White,Male,8614,0,40,United-States,>50K
52,Private,Some-college,Married-civ-spouse,Husband,White,Male,15024,0,55,Others,>50K
59,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,60,Others,<=50K
47,State-gov,Doctorate,Married-civ-spouse,Husband,White,Male,15024,0,50,United-States,>50K
42,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,45,United-States,>50K
54,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,Others,>50K
30,Private,Bachelors,Married-civ-spouse,Wife,White,Female,0,0,40,United-States,<=50K
24,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
54,State-gov,Doctorate,Never-married,Not-in-family,White,Female,0,0,40,United-States,>50K
32,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,38,Others,<=50K
63,Private,Some-college,Divorced,Not-in-family,White,Female,0,0,60,United-States,<=50K
38,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,42,United-States,<=50K
37,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,68,United-States,<=50K
34,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,27,United-States,<=50K
61,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,Doctorate,Married-civ-spouse,Wife,White,Female,15024,0,32,United-States,>50K
49,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,Bachelors,Never-married,Not-in-family,White,Female,0,0,37,United-States,<=50K
48,Self-emp-not-inc,HS-grad,Married-civ-spouse,Wife,White,Female,0,0,50,United-States,<=50K
61,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,52,United-States,>50K
25,Private,Some-college,Never-married,Not-in-family,White,Male,0,0,30,United-States,<=50K
44,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
30,Private,Bachelors,Never-married,Not-in-family,White,Male,0,0,50,Others,<=50K
37,Local-gov,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
44,Local-gov,Doctorate,Married-civ-spouse,Husband,White,Male,0,0,36,United-States,>50K
47,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,>50K
41,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,>50K
31,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
62,Local-gov,HS-grad,Divorced,Not-in-family,Black,Female,0,0,35,United-States,<=50K
34,Private,Bachelors,Divorced,Not-in-family,White,Male,0,0,85,Others,>50K
57,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
41,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,1887,50,United-States,>50K
33,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,>50K
34,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,42,United-States,<=50K
50,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
27,Private,Some-college,Never-married,Not-in-family,Black,Male,0,0,40,United-States,<=50K
21,Private,HS-grad,Never-married,Not-in-family,White,Male,0,0,35,United-States,<=50K
24,Private,HS-grad,Never-married,Not-in-family,White,Male,0,0,40,United-States,<=50K
45,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
33,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,Others,>50K
50,Local-gov,Some-college,Married-civ-spouse,Husband,White,Male,0,0,40,Others,<=50K
25,Private,Some-college,Divorced,Not-in-family,White,Male,0,0,30,United-States,<=50K
24,Self-emp-not-inc,Some-college,Never-married,Not-in-family,Black,Male,0,0,45,United-States,<=50K
32,Private,HS-grad,Married-civ-spouse,Husband,White,Male,3781,0,40,United-States,<=50K
54,Private,Some-college,Never-married,Not-in-family,White,Female,0,0,45,United-States,>50K
50,Self-emp-not-inc,Bachelors,Divorced,Not-in-family,White,Male,0,0,50,United-States,<=50K
43,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,45,United-States,<=50K
42,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,HS-grad,Never-married,Not-in-family,White,Female,0,0,50,United-States,<=50K
26,Private,HS-grad,Never-married,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,>50K
50,Private,Some-college,Never-married,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
37,Self-emp-not-inc,Some-college,Never-married,Not-in-family,Black,Male,0,0,40,United-States,<=50K
22,Private,HS-grad,Never-married,Not-in-family,White,Female,0,0,40,United-States,<=50K
56,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,35,Others,<=50K
23,Private,HS-grad,Never-married,Not-in-family,Black,Male,0,0,40,United-States,<=50K
42,Private,Some-college,Divorced,Not-in-family,White,Male,0,0,45,United-States,<=50K
30,Private,HS-grad,Never-married,Other-relative,White,Female,0,1974,40,United-States,<=50K
32,Private,Some-college,Never-married,Not-in-family,White,Female,0,0,40,United-States,<=50K
63,Private,Bachelors,Never-married,Not-in-family,White,Male,0,0,27,United-States,<=50K
31,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,>50K
30,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,45,United-States,<=50K
29,Private,Some-college,Never-married,Not-in-family,Black,Female,0,0,30,Others,<=50K
27,Local-gov,Some-college,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,<=50K
44,Self-emp-not-inc,Some-college,Divorced,Not-in-family,White,Male,0,0,45,United-States,<=50K
34,Private,HS-grad,Never-married,Not-in-family,White,Male,0,0,55,United-States,<=50K
36,Private,HS-grad,Never-married,Other-relative,Asian-Pac-Islander,Female,0,0,40,Others,<=50K
56,Private,Masters,Never-married,Not-in-family,White,Male,0,0,66,United-States,<=50K
33,Private,Bachelors,Never-married,Not-in-family,White,Female,0,0,40,United-States,<=50K
27,Private,Bachelors,Divorced,Not-in-family,White,Female,0,0,35,United-States,<=50K
46,Private,Bachelors,Never-married,Not-in-family,White,Female,0,1602,8,United-States,<=50K
21,Private,HS-grad,Never-married,Not-in-family,White,Male,0,0,40,United-States,<=50K
59,Local-gov,HS-grad,Married-civ-spouse,Wife,White,Female,0,0,38,United-States,>50K
35,Private,Some-college,Never-married,Not-in-family,White,Male,0,0,30,United-States,<=50K
56,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,1848,50,United-States,>50K
33,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
43,Self-emp-not-inc,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
40,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,1672,45,United-States,<=50K
48,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,<=50K
32,State-gov,Some-college,Married-civ-spouse,Wife,Black,Female,0,0,40,United-States,<=50K
32,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,HS-grad,Divorced,Not-in-family,White,Female,0,0,35,United-States,<=50K
63,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,50,Others,>50K
35,Private,Bachelors,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,Others,>50K
32,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,<=50K
41,State-gov,Doctorate,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,>50K
38,Private,HS-grad,Married-civ-spouse,Husband,White,Male,2829,0,30,Others,<=50K
62,Private,HS-grad,Never-married,Other-relative,Black,Female,0,0,38,United-States,<=50K
55,Private,HS-grad,Divorced,Not-in-family,White,Female,0,0,40,United-States,<=50K
55,Private,Bachelors,Married-civ-spouse,Husband,White,Male,7298,0,40,United-States,>50K
38,Local-gov,Some-college,Married-civ-spouse,Husband,White,Male,0,0,44,United-States,<=50K
68,Private,Some-college,Divorced,Not-in-family,White,Female,0,0,40,United-States,<=50K
23,Private,Some-college,Never-married,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,State-gov,Bachelors,Never-married,Not-in-family,White,Female,0,0,40,United-States,<=50K
29,Private,HS-grad,Never-married,Not-in-family,White,Male,0,0,50,United-States,<=50K
21,Private,HS-grad,Never-married,Not-in-family,White,Female,0,0,40,United-States,<=50K
30,Private,Some-college,Divorced,Not-in-family,White,Female,6849,0,40,Others,<=50K
23,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,45,United-States,<=50K
34,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
29,Private,Some-college,Never-married,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,1887,45,United-States,>50K
56,State-gov,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Wife,White,Female,0,0,50,United-States,>50K
59,Private,Some-college,Married-civ-spouse,Husband,White,Male,15024,0,50,United-States,>50K
45,Private,Doctorate,Married-civ-spouse,Husband,White,Male,0,0,60,United-States,<=50K
53,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
56,State-gov,Masters,Divorced,Not-in-family,White,Male,0,1669,40,United-States,<=50K
19,Private,HS-grad,Never-married,Not-in-family,White,Male,0,0,49,United-States,<=50K
37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,99999,0,50,United-States,>50K
46,Private,HS-grad,Married-civ-spouse,Husband,Black,Male,4064,0,40,United-States,<=50K
57,Private,Masters,Married-civ-spouse,Husband,Black,Male,0,1977,40,United-States,>50K
45,State-gov,Masters,Married-civ-spouse,Husband,White,Male,0,0,40,Others,<=50K
34,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,<=50K
29,Local-gov,Masters,Never-married,Not-in-family,White,Male,0,0,45,United-States,<=50K
47,Private,Some-college,Married-civ-spouse,Wife,White,Female,0,0,50,United-States,<=50K
67,Self-emp-not-inc,Doctorate,Married-civ-spouse,Husband,White,Male,10605,0,35,United-States,>50K
18,Private,HS-grad,Never-married,Not-in-family,White,Male,0,0,30,United-States,<=50K
36,Private,HS-grad,Married-civ-spouse,Husband,Black,Male,0,0,20,United-States,<=50K
64,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,2635,0,24,Others,<=50K
19,Private,HS-grad,Never-married,Not-in-family,White,Female,0,0,40,United-States,<=50K
26,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
33,Private,Masters,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
47,State-gov,Doctorate,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
41,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
59,Private,Some-college,Married-civ-spouse,Husband,White,Male,3103,0,35,United-States,>50K
54,Self-emp-not-inc,Some-college,Divorced,Not-in-family,White,Male,0,0,40,Others,<=50K
49,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,<=50K
30,Private,Bachelors,Married-civ-spouse,Husband,White,Male,99999,0,35,United-States,>50K
37,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,70,United-States,<=50K
41,Self-emp-not-inc,Some-college,Married-civ-spouse,Husband,White,Male,0,0,50,United-States,<=50K
38,Private,Bachelors,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
24,Private,HS-grad,Married-civ-spouse,Husband,Black,Male,0,0,70,United-States,<=50K
34,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
49,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
33,Local-gov,Bachelors,Never-married,Not-in-family,Black,Female,0,0,50,United-States,<=50K
57,Self-emp-not-inc,Doctorate,Married-civ-spouse,Husband,White,Male,0,1902,40,United-States,>50K
55,Self-emp-not-inc,HS-grad,Divorced,Other-relative,White,Female,0,0,40,United-States,<=50K
19,Private,Some-college,Never-married,Not-in-family,White,Female,0,0,40,United-States,<=50K
37,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
53,State-gov,Doctorate,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,>50K
22,Private,Some-college,Never-married,Not-in-family,White,Female,0,0,20,United-States,<=50K
28,Private,Some-college,Married-civ-spouse,Husband,White,Male,0,0,40,Others,<=50K
27,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
40,Self-emp-not-inc,HS-grad,Divorced,Not-in-family,White,Male,0,0,40,United-States,<=50K
58,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,30,United-States,<=50K
30,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,Some-college,Never-married,Not-in-family,White,Male,0,0,42,United-States,<=50K
33,Local-gov,HS-grad,Never-married,Not-in-family,Black,Male,0,0,40,United-States,<=50K
57,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,40,United-States,<=50K
50,Private,HS-grad,Married-civ-spouse,Wife,White,Female,0,0,40,United-States,>50K
32,Private,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,20,United-States,>50K
48,Private,HS-grad,Married-civ-spouse,Wife,White,Female,0,0,40,United-States,>50K
26,Private,Bachelors,Never-married,Not-in-family,White,Male,0,0,48,United-States,<=50K
30,Private,Bachelors,Never-married,Not-in-family,Black,Male,0,0,40,United-States,<=50K
35,Private,Some-college,Married-civ-spouse,Husband,White,Male,4064,0,35,United-States,<=50K
51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Husband,White,Male,0,0,70,United-States,<=50K
